1	QLever	COUNTED	     71	      	Result=210 	200		
2	QLever	COUNTED	      9	      	Result=9 	200		
3	QLever	COUNTED	    753	      	Result=15547 	200		
4	QLever	COUNTED	     43	      	Result=53 	200		
5	QLever	COUNTED	    103	      	Result=38591 	200		
6	QLever	COUNTED	     38	      	Result=1 	200		
7	QLever	COUNTED	     44	      	Result=611 	200		
8	QLever	COUNTED	     56	      	Result=628 	200		
9	QLever	COUNTED	   1029	      	Result=21961 	200		
10	QLever	COUNTED	    791	      	Result=36918 	200		
11	QLever	COUNTED	    164	      	Result=200 	200		
12	QLever	COUNTED	    411	      	Result=200 	200		
13	QLever	COUNTED	   6829	      	Result=10 	200		
14	QLever	COUNTED	     31	      	Result=36 	200		
15	QLever	COUNTED	    266	      	Result=9679805 	200		
16	QLever	COUNTED	      5	      	Result=358 	200		
17	QLever	COUNTED	     85	      	Result=227 	200		
18	QLever	COUNTED	     24	      	Result=10 	200		
19	QLever	COUNTED	     14	      	Result=3 	200		
20	QLever	COUNTED	     11	      	Result=1 	200		
21	QLever	COUNTED	     10	      	Result=1043 	200		
22	QLever	COUNTED	      5	      	Result=63 	200		
23	QLever	COUNTED	      5	      	Result=18 	200		
24	QLever	COUNTED	    445	      	Result=148 	200		
25	QLever	COUNTED	     42	      	Result=13170 	200		
26	QLever	COUNTED	   1073	      	Result=28 	200		
27	QLever	COUNTED	   1059	      	Result=14949 	200		
28	QLever	COUNTED	     52	      	Result=198 	200		
29	QLever	COUNTED	    696	      	Result=992 	200		
30	QLever	COUNTED	     38	      	Result=3 	200		
31	QLever	COUNTED	    290	      	Result=300 	200		
32	QLever	COUNTED	    215	      	Result=0 	200		
33	QLever	COUNTED	   9494	      	Result=300 	200		
34	QLever	COUNTED	   3847	      	Result=40989 	200		
35	QLever	COUNTED	   2446	      	Result=100 	200		
36	QLever	COUNTED	   3120	      	Result=1379 	200		
37	QLever	COUNTED	     88	      	Result=99 	200		
38	QLever	COUNTED	    612	      	Result=2131 	200		
39	QLever	COUNTED	     71	      	Result=0 	200		
40	QLever	COUNTED	     36	      	Result=52 	200		
41	QLever	COUNTED	    624	      	Result=100 	200		
42	QLever	COUNTED	      6	      	Result=0 	200		
43	QLever	COUNTED	     72	      	Result=1026 	200		
44	QLever	COUNTED	    923	      	Result=456 	200		
45	QLever	COUNTED	   1717	      	Result=479 	200		
46	QLever	COUNTED	     38	      	Result=61 	200		
47	QLever	COUNTED	     13	      	Result=1 	200		
48	QLever	COUNTED	   2974	      	Result=4075 	200		
49	QLever	COUNTED	     51	      	Result=339 	200		
50	QLever	COUNTED	     13	      	Result=0 	200		
51	QLever	COUNTED	    281	      	Result=49513 	200		
52	QLever	COUNTED	    286	      	Result=227900 	200		
53	QLever	COUNTED	   1868	      	Result=50 	200		
54	QLever	COUNTED	      9	      	Result=14 	200		
55	QLever	COUNTED	     11	      	Result=61 	200		
56	QLever	COUNTED	    123	      	Result=21688 	200		
57	QLever	COUNTED	  51611	      	Result=10000000 	200		
58	QLever	COUNTED	     83	      	Result=194 	200		
59	QLever	COUNTED	   1590	      	Result=301 	200		
60	QLever	COUNTED	    791	      	Result=27 	200		
61	QLever	COUNTED	     81	      	Result=100 	200		
62	QLever	COUNTED	     24	      	Result=217 	200		
63	QLever	COUNTED	     59	      	Result=229 	200		
64	QLever	COUNTED	     27	      	Result=29971 	200		
65	QLever	COUNTED	    421	      	Result=411127 	200		
66	QLever	COUNTED	     76	      	Result=100 	200		
67	QLever	COUNTED	    503	      	Result=99665 	200		
68	QLever	COUNTED	   1007	      	Result=100 	200		
69	QLever	COUNTED	     26	      	Result=133 	200		
70	QLever	COUNTED	   1290	      	Result=19 	200		
71	QLever	COUNTED	     28	      	Result=12 	200		
72	QLever	COUNTED	     16	      	Result=55 	200		
73	QLever	COUNTED	     12	      	Result=43 	200		
74	QLever	COUNTED	     13	      	Result=63 	200		
75	QLever	COUNTED	    145	      	Result=100 	200		
76	QLever	COUNTED	     14	      	Result=11 	200		
77	QLever	COUNTED	    445	      	Result=1814 	200		
